85	27	63	29	30	870
156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	244	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	216	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	215	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	303	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	215	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	245	156	156	156	215	216	156	156	156	156	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	244	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	216	156	156	215	31	31	216	156	156	156	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	156	156	156	215	216	156	156	156	156	156	156	156	156	215	216	156	156	156	302	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	216	215	31	31	31	31	216	156	156	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	156	156	215	31	31	216	156	156	156	156	156	156	215	31	31	216	156	156	215	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	216	156	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	156	215	31	31	31	31	216	156	156	156	156	215	31	31	31	31	216	215	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	216	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	215	31	31	31	31	31	31	216	156	156	215	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	303	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	215	31	31	31	31	31	31	31	31	216	215	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	216	156	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	244	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	216	156	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	244	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	107	108	31	216	156	156	156	156	156	156	156
156	156	156	156	156	156	156	156	156	156	215	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	136	137	31	303	156	156	156	156	156	156	156
246	246	246	246	246	246	246	246	246	246	232	232	232	232	232	232	232	232	232	31	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	232	136	137	246	246	246	246	246	246	246	246	246
275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	275	136	137	275	275	275	275	275	275	275	275	275
